"id","title","displayAddress","bathrooms","bedrooms","addedOn","type","rera","propertyType","price"
"11191937","Investment | Cavali Residences | Luxury Sea Living","Damac Bay, Dubai Harbour, Dubai","2","3","2024-03-06T12:29:37+00:00","buy","1950679726","apartment","7393000"
"10710869","Freehold  | Brand New | Large Terrace","Uptown Al Zahia, Sharjah","2","3","2023-12-12T04:52:18+00:00","buy","","apartment","2100000"
"11079659","0% Commission | 40/60 P.P | Fantasy 3BD | No ADM","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2024-02-16T03:04:14+00:00","buy","","apartment","1170000"
"11017565","Brand New| Spacious 3BR|High Floor| 2 Parking","Radiant Square, City Of Lights, Al Reem Island, Abu Dhabi","2","3","2024-02-06T09:42:28+00:00","buy","123456789","apartment","1500000"
"11059983","Corner Unit | Full Skyline View | Close to OP","Golf Grand, Dubai Hills Estate, Dubai","2","3","2024-02-13T08:10:32+00:00","buy","71494296292","apartment","4300000"
"11236382","Bright and Elegant 3BR with Burj Khalifa View","Forte 1, Forte, Downtown Dubai, Dubai","2","3","2024-03-14T03:36:39+00:00","buy","7123590894","apartment","4500000"
"11184027","Resale | Original Price | Hot Deal","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2024-03-05T07:17:25+00:00","buy","","apartment","1215000"
"11249827","1% Monthly Payment | Studio Skyline View","The Central Downtown, Arjan, Dubai","2","0","2024-03-16T04:18:31+00:00","buy","1704808279","apartment","745888"
"11250451","Stunning View | 10% Down Payment | Ready Unit","Blue Waves Tower, Dubai Residence Complex, Dubai","2","0","2024-03-16T05:19:07+00:00","buy","0753509025","apartment","618000"
"11248496","Stunning View | Ready to Move-in | 10% DP","Azizi Vista, Dubai Studio City, Dubai","2","0","2024-03-15T16:39:05+00:00","buy","0540318851","apartment","597600"
"11184067","Hot Deal | Original Price | Resale","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2024-03-05T07:21:24+00:00","buy","","apartment","1215000"
"10268059","Brand New | Spacious 3BR | Last Chance","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2023-09-15T02:33:58+00:00","buy","","apartment","1200000"
"10268079","Last Chance | Sustainable Design | Prime Location","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2023-09-15T02:36:38+00:00","buy","","apartment","1182200"
"11207547","1% Monthly | 2 Years Post-Handover | New Launch","The Central Downtown, Arjan, Dubai","2","0","2024-03-09T01:36:33+00:00","buy","0188877544","apartment","720000"
"11051512","NO Commission/Premium Location/3BR Smart Home | /","Sama Residences, Al Mamsha, Muwaileh, Sharjah","2","3","2024-02-12T05:22:33+00:00","buy","","apartment","1399000"
"11095496","Burj Khalifa View | High Floor | Tenanted","Downtown Views, Downtown Dubai, Dubai","2","3","2024-02-19T12:43:51+00:00","buy","7121312495","apartment","6300000"
"11098181","Burj Khalifa View | High Floor | Vacant","Downtown Views, Downtown Dubai, Dubai","2","3","2024-02-20T05:43:50+00:00","buy","7121312503","apartment","6500000"
"10996068","60%/40% POST HANDOVER PAYMENT PLAN | CANAL VIEW !!","Palace Residences, Dubai Creek Harbour (The Lagoons), Dubai","2","3","2024-02-02T10:09:02+00:00","buy","71238643494","apartment","4200000"
"11226471","High floor I Payment Plan I Branded apartment I Canal view","Palace Residences - North, Dubai Creek Harbour (The Lagoons), Dubai","2","3","2024-03-12T08:30:49+00:00","buy","71476699162","apartment","4800000"
"11219343","3BHK apartment in Sharjah,1% per month","Raseel, Al Mamsha, Muwaileh, Sharjah","2","3","2024-03-12T01:36:14+00:00","buy","","apartment","1599000"
"10590379","Best Layout | 3 Beds | Corner Unit | Handover Soon","Binghatti Heights, Jumeirah Village Circle, Dubai","2","3","2023-11-17T12:45:41+00:00","buy","71423488759","apartment","1550000"
"10854796","Vacant 3 bed for sale | Greens | Ground floor","Al Jaz 1, Al Jaz, Greens, Dubai","2","3","2024-01-10T01:03:18+00:00","buy","7115062900","apartment","2250000"
"11080869","""Modern Elegance: Luxurious 3-Bedroom Apartment","Meera, Al Habtoor City, Business Bay, Dubai","2","3","2024-02-16T05:00:52+00:00","buy","71164505230","apartment","5100000"
"10965478","Contemporary Design | Multiple 3BR Units Available","Binghatti Crest, Jumeirah Village Circle, Dubai","2","3","2024-01-29T02:58:56+00:00","buy","71446825488","apartment","1600000"
"11114452","High ROI | Burj Al Arab View | Fully Furnished","The Palm Tower, Palm Jumeirah, Dubai","2","0","2024-02-22T04:41:14+00:00","buy","7122941234","apartment","2200000"
"11013231","READY| SEAVIEW| 10%ROI| | PAYMENT PLAN","Ajmal Makan City, Al Hamriyah, Sharjah","2","0","2024-02-05T10:05:44+00:00","buy","","apartment","400000"
"11085440","Best view \ Crazy Deal\ 10% Down Payment","Blue Bay, Al Nujoom Islands, Sharjah","2","0","2024-02-17T03:28:30+00:00","buy","","apartment","400000"
"10141709","Upgraded 3 Bed, Renovated, Furnished, Good ROI","Zenith A1 Tower, Zenith Towers, Dubai Sports City, Dubai","2","3","2023-08-18T14:05:48+00:00","buy","7159035660","apartment","899990"
"11028809","Brand new | High ROI | Chiller free | Furnished","AZIZI Riviera, Meydan One, Meydan, Dubai","2","0","2024-02-07T13:49:05+00:00","buy","71138271851","apartment","749000"
"11098255","Great Community | New Launch | 0% Commission","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2024-02-20T01:59:10+00:00","buy","","apartment","1114000"
"10761445","own your apartment now with a down payment of 5%","Darb 4, Al Mamsha, Muwaileh, Sharjah","2","3","2023-12-21T05:55:47+00:00","buy","","apartment","1499000"
"10884244","ADM Waiver-Zero Commission-Serene Community","Reeman Living II, Al Shamkha, Abu Dhabi","2","3","2024-01-15T03:46:56+00:00","buy","","apartment","1170000"
"10875156","Last Phase | Easy Payment Plan | Family Community","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2024-01-12T13:34:58+00:00","buy","","apartment","1170000"
"10768907","own your apartment now with a down payment of 10%","Darb 4, Al Mamsha, Muwaileh, Sharjah","2","3","2023-12-22T09:36:41+00:00","buy","","apartment","1375000"
"11020397","Spacious | Marina View | High Floor","Armada Tower 1, Lake Elucio, Jumeirah Lake Towers, Dubai","2","3","2024-02-06T09:16:40+00:00","buy","7123284000","apartment","1850000"
"10156369","Penthouse | Amazing Water View | VOT","The Torch, Dubai Marina, Dubai","2","3","2023-08-22T11:43:47+00:00","buy","7130387400","apartment","6800000"
"11065519","1% MONTHLY | 10% DOWN PAYMENT | PRIVATE POOL","Vincitore Aqua Dimore, Dubai Science Park, Dubai","2","0","2024-02-14T04:21:17+00:00","buy","1237066593","apartment","729000"
"11244490","High ROI | 5% Down Payment Only | 0% Commission","Reeman Living II, Al Shamkha, Abu Dhabi","2","3","2024-03-15T06:19:13+00:00","buy","","apartment","1170000"
"11207001","Near Metro | Lagoon Views | Easy Payment Plan","Azizi Venice, Dubai South (Dubai World Central), Dubai","2","0","2024-03-08T13:12:41+00:00","buy","1394098032","apartment","597000"
"10660757","3BHK Smart | Luxury Community |Pool View |Book Now","Nesba, Aljada, Sharjah","2","3","2023-11-30T16:23:11+00:00","buy","0844783268","apartment","2242000"
"11217673","Direct on Metro| Maids Room |Soon Hand Over","Avenue Residence 5, Avenue Residence, Al Furjan, Dubai","2","3","2024-03-11T08:10:35+00:00","buy","0772840244","apartment","2543000"
"10660752","3bedroom apartment |delivery soon| 5% down payment","Nesba, Aljada, Sharjah","2","3","2023-11-30T16:12:44+00:00","buy","0844783268","apartment","2242000"
"10433272","3BR Brand New | Premium Building | Near Metro","The Nook 2, The Nook, Wasl Gate, Dubai","2","3","2023-10-19T07:02:13+00:00","buy","71240641474","apartment","1550000"
"10385478","Brand New | Vacant | Near Metro","The Nook 1, The Nook, Wasl Gate, Dubai","2","3","2023-10-10T07:28:12+00:00","buy","71240678103","apartment","1450000"
"11093803","Corner Unit| 3BR+Maid's | Upgraded Fully Furnished","Creek Horizon Tower 1, Creek Horizon, Dubai Creek Harbour (The Lagoons), Dubai","2","3","2024-02-19T10:22:37+00:00","buy","7132566429","apartment","4288200"
"11161908","Handover Soon | Easy Payment Plan | 10% DP","Azizi Amber, Al Furjan, Dubai","2","3","2024-03-01T03:42:32+00:00","buy","1768407146","apartment","1684500"
"11120700","Cash Investor Deal | DISCOUNT 40% | LIMITED UNITS","Verdana 2, Dubai Investment Park, Dubai","2","0","2024-02-23T03:10:54+00:00","buy","0903430662","apartment","270000"
"11101125","Luxury Italian Design/Private Pool/No Commission","Vincitore Aqua Dimore, Dubai Science Park, Dubai","2","3","2024-02-20T05:53:32+00:00","buy","1403606011","apartment","2496000"
"11163477","Private Pool | Semi-Furnished | Stunning View","Elitz 3 by Danube, Jumeirah Village Circle, Dubai","2","3","2024-03-01T06:58:16+00:00","buy","1853625519","apartment","2299000"
"11085709","Indoor Pool/No Commission/1%monthly/Italian Design","Vincitore Aqua Dimore, Dubai Science Park, Dubai","2","3","2024-02-17T04:07:05+00:00","buy","1403606011","apartment","2462000"
"11174464","3BR Luxury Apartment | 14% DP | Completion Q2-2026","Jannat, Midtown, Dubai Production City (IMPZ), Dubai","2","3","2024-03-04T03:43:14+00:00","buy","0194058103","apartment","1918437"
"11162868","40% Post Handover I High ROI I Prime Location","Helvetia Residences, Jumeirah Village Circle, Dubai","2","0","2024-03-01T05:36:13+00:00","buy","0707264327","apartment","1042000"
"10853269","URGENT SALE | Fully Upgraded | Pool View","Zahra Apartments 2B, Zahra Apartments, Town Square, Dubai","2","3","2024-01-09T13:44:00+00:00","buy","7123225475","apartment","1540000"
"11214562","New Launch Luxury Apartment | 10% Down Payment","Ocean Point, Mina Rashid, Dubai","2","3","2024-03-11T04:21:41+00:00","buy","1833128871","apartment","3330000"
"11008553","Private Beach Access | Easy Payment Plan | Luxury","Seapoint, EMAAR Beachfront, Dubai Harbour, Dubai","2","3","2024-02-05T08:07:37+00:00","buy","1815339411","apartment","4944888"
"11051202","SPACIOUS 3 BED | READY TO MOVE IN | FULLY FURNISHED","New Dubai Gate 2, Lake Elucio, Jumeirah Lake Towers, Dubai","2","3","2024-02-12T04:43:26+00:00","buy","7117451386","apartment","1500000"
"11084301","TRILLIONAIRE RESIDENCES | New Launched | Dubai","Trillionaire Residences, Business Bay, Dubai","2","0","2024-02-16T15:08:24+00:00","buy","1480227934","apartment","1450000"
"11041896","Premium Facilities| Prime Location | Ready to Move","Boulevard Crescent 1, BLVD Crescent, Downtown Dubai, Dubai","2","3","2024-02-09T09:21:03+00:00","buy","7116756193","apartment","4800000"
"11001575","Canal and Pool View | High ROI | High Floor","Waters Edge, Yas Island, Abu Dhabi","2","0","2024-02-03T10:22:28+00:00","buy","123456789","apartment","800000"
"11070446","Amazing 3 Bedrooms | Full canal view | Corner Unit","AZIZI Riviera, Meydan One, Meydan, Dubai","2","3","2024-02-14T15:45:58+00:00","buy","71152810560","apartment","2600000"
"10325638","Amazing Views | Premium Location | Book Now!","Safa Two, Business Bay, Dubai","2","3","2023-09-27T10:27:24+00:00","buy","0798519262","apartment","3933000"
"11084308","Modern Living | Vibrant Atmosphere | JVC","Binghatti Tulip, Jumeirah Village Circle, Dubai","2","0","2024-02-16T15:15:40+00:00","buy","0178662965","apartment","600000"
"10502762","Multiples Units | 2 and 3 BR | Ready","The Address Residences Dubai Opera Tower 1, The Address Residences Dubai Opera, Downtown Dubai, Dubai","2","3","2023-11-02T05:24:17+00:00","buy","0762065685","apartment","8000000"
"11202698","SLS Residences The Palm | Roya Development","SLS Residences the Palm, Palm Jumeirah, Dubai","2","3","2024-03-08T03:44:25+00:00","buy","0887170468","apartment","10192000"
"10976399","Affordable | Ideal for Investment | Almost Ready","Radiant Boulevard, City Of Lights, Al Reem Island, Abu Dhabi","2","3","2024-01-30T08:42:01+00:00","buy","","apartment","1075000"
"10999641","Sought After Community | High Floor | Good ROI Potential","New Dubai Gate 2, Lake Elucio, Jumeirah Lake Towers, Dubai","2","3","2024-02-03T05:44:36+00:00","buy","7117451729","apartment","1400000"
"11185379","ELEVE TOWER \ HIGH QUALITY \CUSTOM BUILT\ HIGH ROI","Eleve by Deyaar, Jebel Ali, Dubai","2","3","2024-03-05T08:58:18+00:00","buy","0074237499","apartment","931855"
"11202479","SLS Residences The Palm | Roya Development","SLS Residences the Palm, Palm Jumeirah, Dubai","2","3","2024-03-08T03:23:26+00:00","buy","0359874115","apartment","13900000"
"10325622","Canal View | Premium | Easy Payment Plan","Canal Heights, Business Bay, Dubai","2","3","2023-09-27T10:26:10+00:00","buy","1801907727","apartment","5710000"
"11018082","Under offer | Large plot | Great condition","Urbana III, EMAAR South, Dubai South (Dubai World Central), Dubai","2","3","2024-02-06T10:25:39+00:00","buy","7179371806","apartment","1680000"
"10646317","3 Bed and Maids | Dubai South | Upgraded","The Pulse Residence Park, The Pulse, Dubai South (Dubai World Central), Dubai","2","3","2023-11-28T12:28:01+00:00","buy","7135987457","apartment","1480000"
"10545720","Pool View | Elite Apartment | Prime Location","Diva, Yas Island, Abu Dhabi","2","3","2023-11-10T04:13:38+00:00","buy","","apartment","1265848"
"11249250","Burj View! Upgraded & modified! Vacant!","Standpoint Tower 1, Standpoint Towers, Downtown Dubai, Dubai","2","3","2024-03-16T03:33:19+00:00","buy","7195867120","apartment","4000000"
"11170590","SPECIAL ISLAND | UNIQE PRPJECT | READY TO MOVE","Blue Pearls, Ajmal Makan City, Al Hamriyah, Sharjah","2","0","2024-03-03T00:23:53+00:00","buy","","apartment","400000"
"11079301","WATERFRONT ALLURE | SKYLINE VIEWS   | ICONIC","Clearpoint, Mina Rashid, Dubai","2","3","2024-02-16T02:31:10+00:00","buy","1297860991","apartment","4660000"
"11193106","State-of-the-Art Design | Low Premium | Serene Neighborhood","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2024-03-06T09:59:16+00:00","buy","","apartment","1120000"
"11244271","Relaxing Canal View | Best Amenities | Ready to Move","Radiant Boulevard, City Of Lights, Al Reem Island, Abu Dhabi","2","3","2024-03-15T06:04:02+00:00","buy","","apartment","1095000"
"11193182","Timeless Design | Low Premium | Sought-after Neighborhood","Reeman Living II, Al Shamkha, Abu Dhabi","2","3","2024-03-06T10:04:42+00:00","buy","","apartment","1120000"
"11229629","Ferrari & Sea World View| Modern 3BR APT|Best Deal","Waters Edge, Yas Island, Abu Dhabi","2","3","2024-03-13T04:04:40+00:00","buy","","apartment","2000000"
"11078930","LUXURIOUS AMENITIES | URBAN LIVING | LUSH GREENERY","Club Drive, Dubai Hills Estate, Dubai","2","3","2024-02-16T01:39:32+00:00","buy","1796934248","apartment","3470000"
"11152659","Balcony| High Floor | Canal View | Ready &Vacant","Waves Tower, Business Bay, Dubai","2","0","2024-02-28T09:30:36+00:00","buy","71411658127","apartment","960000"
"10977950","Resale | High ROI | Amazing Investement Chance","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2024-01-30T15:36:20+00:00","buy","","apartment","1280000"
"10660760","3Bedroom Apartment |Prime Location|Down payment 5%","Nesba, Aljada, Sharjah","2","3","2023-11-30T16:25:31+00:00","buy","0844783268","apartment","2242000"
"11207301","Best layout||10% down payment||New launch","Eleve by Deyaar, Jebel Ali, Dubai","2","0","2024-03-08T16:41:02+00:00","buy","0074237499","apartment","555000"
"11131070","Fully Furnished |5% Discount|Pay10% DP|5 Years P.P","Faradis Tower, Al Mamzar - Sharjah, Sharjah","2","3","2024-02-25T10:14:47+00:00","buy","","apartment","1820000"
"11228553","High ROI | 5% Down Payment Only | 0% Commission","Reeman Living II, Al Shamkha, Abu Dhabi","2","3","2024-03-13T02:23:30+00:00","buy","","apartment","1170000"
"10660552","3BHK Luxury | Building View |Smart Home |Book Now","Rove Home, Aljada, Sharjah","2","3","2023-11-30T13:13:52+00:00","buy","0844783268","apartment","2608000"
"10896384","Amazing 3 Bedrooms Apartment | Prime Location","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2024-01-16T09:48:23+00:00","buy","","apartment","1123000"
"11201188","COMPOUND VIEW ◆ ALL NATIONS ◆AMAZING LIFESTYLE","Radiant Boulevard, City Of Lights, Al Reem Island, Abu Dhabi","2","3","2024-03-07T14:53:12+00:00","buy","","apartment","1400000"
"11039713","Investor Deal  - Chiller Free - Smart Homes","La Residenza, Jumeirah Village Circle, Dubai","2","0","2024-02-09T09:29:24+00:00","buy","1328117913","apartment","999999"
"11101614","Prime Location | High ROI | Modern Design","Azizi Venice, Dubai South (Dubai World Central), Dubai","2","0","2024-02-20T06:39:26+00:00","buy","0008470901","apartment","690000"
"10670268","LUXURY 3 MASTERS BR- HANDOVER 9/2024 -4 YEARS PLAN","Darb 4, Al Mamsha, Muwaileh, Sharjah","2","3","2023-12-04T08:19:41+00:00","buy","","apartment","1310000"
"11183213","Exclusive 3BR plus Maid /Huge Layout/Near to Metro","Tulip, Azizi Residence, Al Furjan, Dubai","2","3","2024-03-05T06:05:22+00:00","buy","7117647983","apartment","1700000"
"10539128","Prime Location | Luxurious Amenities | Elite Living","Diva, Yas Island, Abu Dhabi","2","3","2023-11-09T03:11:19+00:00","buy","","apartment","1141888"
"10670253","3BHK BEST PRICE | MODERN DESIGNE | 90 MONTHS PLAN","Darb 4, Al Mamsha, Muwaileh, Sharjah","2","3","2023-12-04T08:13:02+00:00","buy","","apartment","1470000"
"10934067","Genuine Resale | Handover Soon | High ROI | Modern","Binghatti Crest, Jumeirah Village Circle, Dubai","2","3","2024-01-23T08:42:54+00:00","buy","71446813888","apartment","1560000"
"11235341","Canal View | Brand New | Kitchen Equipped","Peninsula Four, Peninsula, Business Bay, Dubai","2","3","2024-03-14T00:06:16+00:00","buy","1758064541","apartment","12140000"
"11195856","Hot deal\Fully furnished\Marina view","Red Square Tower, Jumeirah Village Triangle, Dubai","2","0","2024-03-07T03:53:39+00:00","buy","1385662660","apartment","623000"
"10564145","CASINO VIEW! Luxury Hotel Apartment 3 BR Sea View","Marjan Island Resort and Spa, Al Marjan Island, Ras Al Khaimah","2","3","2023-11-14T06:10:42+00:00","buy","","apartment","4100000"
"11211545","10% ROI \ 10% DP \ Furnished \ Hand Over Dec 2026","AG 9ine, Dubai Residence Complex, Dubai","2","0","2024-03-10T06:25:47+00:00","buy","1242086609","apartment","580000"
"11215217","Hand Over Dec 2026 \ 10% ROI \ 10% DP \ Furnished","AG 9ine, Dubai Residence Complex, Dubai","2","0","2024-03-11T05:16:18+00:00","buy","1242086609","apartment","580000"
"11006940","Ready to Move in  | 3 Bedroom | Wasl 1","1 Residences, Wasl1, Al Kifaf, Dubai","2","3","2024-02-05T02:06:29+00:00","buy","1313793690","apartment","4138064"
"10388979","Excellent investment |Smart home concept |Unobstructed Views","Oxford Terraces 2, Jumeirah Village Circle, Dubai","2","0","2023-10-11T03:21:56+00:00","buy","71488776435","apartment","600000"
"11006915","Ready to Move in  | 3 Bedroom | 1 Residences","1 Residences, Wasl1, Al Kifaf, Dubai","2","3","2024-02-05T02:04:47+00:00","buy","1313793690","apartment","4070433"
"11006953","Ready to Move in  | 3 Bedroom | 1 Residences","1 Residences, Wasl1, Al Kifaf, Dubai","2","3","2024-02-05T02:07:40+00:00","buy","1313793690","apartment","4244556"
"11094049","Discount 20%","Binghatti Gardenia, Jumeirah Village Circle, Dubai","2","0","2024-02-19T06:41:52+00:00","buy","0844783268","apartment","1524000"
"11068070","Premium Location | Luxury Unit | Handover 2027","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2024-02-14T07:50:27+00:00","buy","","apartment","1180000"
"11233552","Offers Ramadan| 25%Discount | 5Years Payment Plan","Verdana 2, Dubai Investment Park, Dubai","2","0","2024-03-13T08:19:15+00:00","buy","0342283328","apartment","346000"
"10866666","Sustainable Materials| Spacious 3BR| 2 Balconies","Reeman Living II, Al Shamkha, Abu Dhabi","2","3","2024-01-11T07:12:09+00:00","buy","","apartment","1175000"
"10866655","New Launch| 2 Balconies| Green Building Tech","Reeman Living II, Al Shamkha, Abu Dhabi","2","3","2024-01-11T07:10:59+00:00","buy","","apartment","1180000"
"11125309","40%Discount on Cash only | High ROI | Invest Now","Verdana 2, Dubai Investment Park, Dubai","2","0","2024-02-23T16:13:27+00:00","buy","0342283328","apartment","270400"
"10866686","Iconic Location| New Launch| Last Phase| Call Now","Reeman Living II, Al Shamkha, Abu Dhabi","2","3","2024-01-11T07:14:16+00:00","buy","","apartment","1770000"
"11157538","High ROI | Luxurious 3BR Apt | Panoramic View","Radiant Square, City Of Lights, Al Reem Island, Abu Dhabi","2","3","2024-02-29T10:45:06+00:00","buy","202202794105","apartment","1200000"
"11149213","Very Easy Payment Plan | High ROI |Zero Commission","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2024-02-28T03:49:10+00:00","buy","","apartment","1110000"
"11197322","Ready Soon | 1%Monthly |4Years Post Hand over","Aras Heights, Majan, Dubai","2","0","2024-03-07T05:59:09+00:00","buy","0753334028","apartment","600000"
"11185556","12Yrs Rent Guarantee | Upgraded | Beach Access","Cote D' Azur Hotel, The Heart of Europe, The World Islands, Dubai","2","0","2024-03-05T09:12:32+00:00","buy","1476710893","apartment","1800000"
"11187627","12Yrs Rent Guarantee | Sea  View | Beach Access","Cote D' Azur Hotel, The Heart of Europe, The World Islands, Dubai","2","0","2024-03-06T02:07:27+00:00","buy","1476710893","apartment","1790000"
"11199238","12Yrs Rent Guarantee | Sea  View | Beach Access","Cote D' Azur Hotel, The Heart of Europe, The World Islands, Dubai","2","0","2024-03-07T08:41:03+00:00","buy","1476710893","apartment","1810000"
"11117334","Cash Investor Deal | DISCOUNT 40% | LIMITED UNITS","Verdana 2, Dubai Investment Park, Dubai","2","0","2024-02-22T08:09:38+00:00","buy","0903430662","apartment","270000"
"11155283","Vacant and Ready to Move in | Well Maintained","Sherena Residence, Majan, Dubai","2","0","2024-02-29T07:04:39+00:00","buy","7119426832","apartment","522000"
"11190199","3 Bedrooms | Investment Deal | Handover 2024","Radiant Square, City Of Lights, Al Reem Island, Abu Dhabi","2","3","2024-03-06T05:58:24+00:00","buy","","apartment","1337000"
"11206973","AMAZING COMMUNITY| 40%DISCOUNT | INVESTMENT DEAL|","Verdana, Dubai Investment Park, Dubai","2","0","2024-03-08T12:57:54+00:00","buy","1292325984","apartment","280000"
"11144943","On High Floor | Perfect Investment | Best Location","Al Reem Island, Abu Dhabi","2","3","2024-02-27T12:02:44+00:00","buy","","apartment","1388000"
"11248706","Offers Ramadan| 25%Discount | 5Years Payment Plan","Verdana 2, Dubai Investment Park, Dubai","2","0","2024-03-15T19:11:28+00:00","buy","0342283328","apartment","346000"
"10866641","Sustainable Design| Spacious 3BR| 2 Balconies","Reeman Living II, Al Shamkha, Abu Dhabi","2","3","2024-01-11T07:09:34+00:00","buy","","apartment","1170000"
"11230644","3BR ALMOST READY NEXT METRO | PAYMENTPLAN| LIMITED","AZIZI Pearl, Al Furjan, Dubai","2","3","2024-03-13T05:18:21+00:00","buy","0945372823","apartment","1290000"
"10977756","Book with10K| 90 Months Installments | Freehold","Darb 4, Al Mamsha, Muwaileh, Sharjah","2","0","2024-01-30T10:54:54+00:00","buy","","apartment","495000"
"11048865","Modern | Affordable | Good for Investment","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2024-02-11T08:26:15+00:00","buy","","apartment","1100000"
"11104379","40%Discount on Cash only | High ROI | Invest Now","Verdana 2, Dubai Investment Park, Dubai","2","0","2024-02-20T10:21:47+00:00","buy","0342283328","apartment","340000"
"11086363","Modern Living | Panoramic Views | Handover Q2 2028","Club Drive, Dubai Hills Estate, Dubai","2","3","2024-02-17T05:50:16+00:00","buy","0826128634","apartment","3400000"
"9928305","Fully Furnished| 5 Yrs. payment Plan| HIGHT ROI","Altai Tower, Jumeirah Village Triangle, Dubai","2","0","2023-06-29T07:50:16+00:00","buy","0618998029","apartment","550000"
"11043372","Brand New | High Floor | Stunnig Canal View","Aykon City Tower C, Aykon City, Business Bay, Dubai","2","0","2024-02-09T17:50:38+00:00","buy","7129365532","apartment","1100000"
"10660549","3BHK | 5% DP | Flexible payment plan | Book now","Rove Home, Aljada, Sharjah","2","3","2023-11-30T13:11:39+00:00","buy","0844783268","apartment","2608000"
"10837890","★ BUY NOW 624,000AED ★ (20% FIRST PAYMENT + 4% DLD) | MAIDS | FLEXI PLAN | LUXURY | HIGH ROI | INVESTMENT","Sobha Verde, Jumeirah Lake Towers, Dubai","2","3","2024-01-06T17:13:52+00:00","buy","0817185656","apartment","2600000"
"11229449","Hot Deal|Ferrari & Sea World View| Luxury 2BR Unit","Waters Edge, Yas Island, Abu Dhabi","2","3","2024-03-13T03:50:29+00:00","buy","","apartment","2000000"
"10256258","LIV LUX | Lounge spaces | Modern design","Liv Lux, Dubai Marina, Dubai","2","3","2023-09-12T17:06:24+00:00","buy","1381118590","apartment","6049548"
"10256256","SEA  VIEW | LUX APPART | MODERN DESIGN","Liv Lux, Dubai Marina, Dubai","2","3","2023-09-12T17:05:14+00:00","buy","1490914236","apartment","8999548"
"10656730","High Floor | Tower 1 | Burj Khalifa View","St Regis The Residences, Burj Khalifa Area, Downtown Dubai, Dubai","2","3","2023-11-30T04:27:27+00:00","buy","71400433087","apartment","7200000"
"10055397","UNIQUE LIFESTYLE ✦ PHASE II✦ 5%ONLY ✦ SMART HOME","Reeman Living II, Al Shamkha, Abu Dhabi","2","3","2023-07-30T13:29:16+00:00","buy","","apartment","1114000"
"11170967","Near Metro | Lagoon Views | Easy Payment Plan","Azizi Venice, Dubai South (Dubai World Central), Dubai","2","0","2024-03-03T03:38:33+00:00","buy","1394098032","apartment","597000"
"11102210","Burj Khalifa View | High ROI | Extremely High C AP","Trillionaire Residences, Business Bay, Dubai","2","0","2024-02-20T07:28:47+00:00","buy","0967288924","apartment","1446111"
"10837889","LUXURY FLAT | GOLDEN VISA | LAGOONS | FLEXI PAYMENTS | PRIME LOCATION | HIGH ROI | GENUINE DIRECT","320 Riverside Crescent, Sobha Hartland II, Mohammed Bin Rashid City, Dubai","2","3","2024-01-06T17:13:17+00:00","buy","0817185656","apartment","3500000"
"10308411","High ROI | Pool View | Best Facilities","The Gate Tower 2, Shams Abu Dhabi, Al Reem Island, Abu Dhabi","2","0","2023-09-23T12:22:29+00:00","buy","123456789","apartment","700000"
"11051390","Vast Unit | Smart Home | Premium Location/NO Commission","Al Mamsha, Muwaileh, Sharjah","2","3","2024-02-12T05:06:05+00:00","buy","","apartment","1499000"
"11197139","15% Discount | 4K Monthly | Limited Availability","Verdana 2, Dubai Investment Park, Dubai","2","0","2024-03-07T05:40:07+00:00","buy","0465261649","apartment","395000"
"10811828","Limited Availability I Near Wynn Casino I Handover 2026","Quattro Del Mar, Hayat Island, Mina Al Arab, Ras Al Khaimah","2","3","2024-01-02T08:18:29+00:00","buy","","apartment","4000000"
"10901944","Hot Deal!! Discounts!! Motivated Seller!","Seven City JLT, Jumeirah Lake Towers, Dubai","2","3","2024-01-17T07:49:33+00:00","buy","71198858150","apartment","1780000"
"9919975","Do not pay rent / own   apartment pay 1% per month","Verdana, Dubai Investment Park, Dubai","2","0","2023-06-25T11:05:51+00:00","buy","1813694058","apartment","482000"
"11120941","1% Monthly Payment Plan | High ROI | Luxury Living","Levanto By Oro24, Jumeirah Village Circle, Dubai","2","3","2024-02-23T03:43:33+00:00","buy","1035960560","apartment","1620000"
"10288825","Amazing Price| Great Investment| Newly Launched !!","Perla 2, Yas Bay, Yas Island, Abu Dhabi","2","3","2023-09-20T01:40:32+00:00","buy","","apartment","2231062"
"10985800","No Commission | 5% DP | Unique Community","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2024-01-31T14:59:26+00:00","buy","","apartment","1110000"
"10288557","Spacious Layout | Great Location | Relaxing View !","Diva, Yas Island, Abu Dhabi","2","3","2023-09-19T16:56:59+00:00","buy","","apartment","1796139"
